player,pos,team,rec,yds_rec,tds_rec,att_rush,yds_rush,tds_rush,fl,att_pass,cmp,yds_pass,tds_pass,ints,fpts,sacks,ints,frs,ffs,tds,safeties,pas,yds_against,fg,fga,xpt
Lee Smith,TE,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Gathers,TE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Ernsberger,TE,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Saubert,TE,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Holmes,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Dickerson,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Mayle,TE,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Hollister,TE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Tye,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Mundt,TE,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Brown,TE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick O'Leary,TE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clive Walford,TE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Daniels,TE,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Thomas,TE,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Fells,TE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,RB,NYG,88.9,692.6,3.7,282.8,"1,299",9.9,2.4,0,0,0,0,0,275.4,0,0,0,0,0,0,0,0,0,0,0
Ezekiel Elliott,RB,DAL,72.8,564.9,2.9,313.1,"1,403.1",9,3,0,0,0,0,0,262.3,0,0,0,0,0,0,0,0,0,0,0
Alvin Kamara,RB,NO,90.7,796.3,4.1,211.4,946.2,10.2,1.9,0,0,0,0,0,256.6,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,RB,CAR,98.9,802.1,5.4,219.3,"1,054.1",6.2,2.3,0,0,0,0,0,250.6,0,0,0,0,0,0,0,0,0,0,0
Melvin Gordon,RB,LAC,58,554.7,3.8,241.9,"1,044.2",10,2.1,0,0,0,0,0,238.6,0,0,0,0,0,0,0,0,0,0,0
Le'Veon Bell,RB,NYJ,68.1,525.8,2.4,268.1,"1,159.2",8.4,2.1,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0
Todd Gurley,RB,LAR,46.4,458.7,3.4,229.7,997.8,11.2,2.3,0,0,0,0,0,228.3,0,0,0,0,0,0,0,0,0,0,0
James Conner,RB,PIT,55.6,474.9,1.5,233.4,"1,012",10.6,2.4,0,0,0,0,0,216.1,0,0,0,0,0,0,0,0,0,0,0
David Johnson,RB,ARI,56.3,552.9,3.6,229.7,887.8,7.5,2.3,0,0,0,0,0,205.7,0,0,0,0,0,0,0,0,0,0,0
Joe Mixon,RB,CIN,45.4,331.3,1.3,250.4,"1,170.2",8.4,2,0,0,0,0,0,204.2,0,0,0,0,0,0,0,0,0,0,0
Nick Chubb,RB,CLE,23.5,184.3,1.3,236.9,"1,161.9",9.6,1.3,0,0,0,0,0,197.7,0,0,0,0,0,0,0,0,0,0,0
Derrick Henry,RB,TEN,16,124.2,0.3,263.3,"1,204.9",10.8,2,0,0,0,0,0,195.4,0,0,0,0,0,0,0,0,0,0,0
Leonard Fournette,RB,JAC,50.6,420.5,1.9,247.1,914.7,8.6,1.9,0,0,0,0,0,192.4,0,0,0,0,0,0,0,0,0,0,0
Dalvin Cook,RB,MIN,56.8,434.4,2,233.6,"1,058.9",5.8,2.3,0,0,0,0,0,191.9,0,0,0,0,0,0,0,0,0,0,0
Sony Michel,RB,NE,14.4,122.1,0.4,272,"1,167",10.5,1.9,0,0,0,0,0,190.6,0,0,0,0,0,0,0,0,0,0,0
Aaron Jones,RB,GB,39.1,296.9,1.4,188,935.8,8.7,1.4,0,0,0,0,0,181.1,0,0,0,0,0,0,0,0,0,0,0
Marlon Mack,RB,IND,28.6,197.7,1.3,228.3,"1,035.5",8.7,1.6,0,0,0,0,0,180.5,0,0,0,0,0,0,0,0,0,0,0
Damien Williams,RB,KC,45.2,356.8,4,169.7,745.5,7.7,1.5,0,0,0,0,0,177.7,0,0,0,0,0,0,0,0,0,0,0
Chris Carson,RB,SEA,24.7,182.5,0.5,243.3,"1,076.5",8.7,2.1,0,0,0,0,0,177.1,0,0,0,0,0,0,0,0,0,0,0
Josh Jacobs,RB,OAK,42.1,398,1.7,204.8,885.1,6.3,1.6,0,0,0,0,0,173.2,0,0,0,0,0,0,0,0,0,0,0
Phillip Lindsay,RB,DEN,39.8,282.8,1.1,202.7,999.2,6.7,1.3,0,0,0,0,0,172.3,0,0,0,0,0,0,0,0,0,0,0
Kerryon Johnson,RB,DET,45.1,298.4,1.3,212.7,973,6.5,1.5,0,0,0,0,0,171.3,0,0,0,0,0,0,0,0,0,0,0
Mark Ingram,RB,BAL,28.5,204.7,0.9,229.5,"1,046.4",6.6,2.9,0,0,0,0,0,164.1,0,0,0,0,0,0,0,0,0,0,0
Devonta Freeman,RB,ATL,37.1,309.6,1.8,191,840.7,6.4,1.5,0,0,0,0,0,161.2,0,0,0,0,0,0,0,0,0,0,0
David Montgomery,RB,CHI,33.9,296.8,1.7,198.6,862.1,6.1,2.1,0,0,0,0,0,158.4,0,0,0,0,0,0,0,0,0,0,0
Lamar Miller,RB,HOU,36.2,266.1,1.2,221.3,959.7,5.4,1.9,0,0,0,0,0,158.4,0,0,0,0,0,0,0,0,0,0,0
Kenyan Drake,RB,MIA,52.7,429.8,2.6,141.6,610.9,4.8,1.5,0,0,0,0,0,145.7,0,0,0,0,0,0,0,0,0,0,0
Tevin Coleman,RB,SF,22.8,220.9,2,167.3,795.4,4.9,1.4,0,0,0,0,0,140.1,0,0,0,0,0,0,0,0,0,0,0
Derrius Guice,RB,WAS,28.2,256.7,1,172.8,737.5,5.6,2,0,0,0,0,0,134.4,0,0,0,0,0,0,0,0,0,0,0
Miles Sanders,RB,PHI,38.2,325.5,1.8,154.3,647.4,4.4,2,0,0,0,0,0,130.6,0,0,0,0,0,0,0,0,0,0,0
James White,RB,NE,69,608.1,4.6,58.6,256.1,2.4,0.7,0,0,0,0,0,126.9,0,0,0,0,0,0,0,0,0,0,0
Tarik Cohen,RB,CHI,58.2,577,3.2,85.4,382.3,2.4,1.9,0,0,0,0,0,125.8,0,0,0,0,0,0,0,0,0,0,0
Latavius Murray,RB,NO,18.1,129.2,0.4,152.3,619.7,7.5,1.3,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0
Peyton Barber,RB,TB,23.7,144.7,0.5,186.1,725.3,4.7,1.4,0,0,0,0,0,115.8,0,0,0,0,0,0,0,0,0,0,0
Rashaad Penny,RB,SEA,17.5,143.3,0.6,157.9,742.3,3.5,1.3,0,0,0,0,0,110.5,0,0,0,0,0,0,0,0,0,0,0
Jordan Howard,RB,PHI,19.5,136.4,0.4,161.7,636.6,5.6,1.3,0,0,0,0,0,110.4,0,0,0,0,0,0,0,0,0,0,0
Jerick McKinnon,RB,SF,37.6,301.4,1.1,123.7,533.7,3.3,1.2,0,0,0,0,0,107.8,0,0,0,0,0,0,0,0,0,0,0
Austin Ekeler,RB,LAC,36.7,342.7,1.9,102.5,482.1,2.7,1.3,0,0,0,0,0,107.2,0,0,0,0,0,0,0,0,0,0,0
LeSean McCoy,RB,BUF,28.2,206.7,0.4,172.9,637.7,3.3,1.4,0,0,0,0,0,103.8,0,0,0,0,0,0,0,0,0,0,0
Carlos Hyde,RB,KC,20.5,118.1,0.3,138.7,543.7,5.5,1.3,0,0,0,0,0,98.7,0,0,0,0,0,0,0,0,0,0,0
Ronald Jones II,RB,TB,19.8,138.8,0.4,133.4,509.5,4.9,0.9,0,0,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0
Chris Thompson,RB,WAS,58,449.6,2.3,68,296.8,1.5,1.3,0,0,0,0,0,94.9,0,0,0,0,0,0,0,0,0,0,0
Royce Freeman,RB,DEN,12.5,83.1,0.2,143.1,573.6,4,1.3,0,0,0,0,0,88.4,0,0,0,0,0,0,0,0,0,0,0
Jamaal Williams,RB,GB,24.5,200.4,0.9,117.2,463.4,2.8,1.1,0,0,0,0,0,86.4,0,0,0,0,0,0,0,0,0,0,0
Ito Smith,RB,ATL,20.3,134.7,0.5,121.1,455,4.4,1.3,0,0,0,0,0,85.9,0,0,0,0,0,0,0,0,0,0,0
Dion Lewis,RB,TEN,48.8,321.5,1.2,97.1,370.5,1.7,1.3,0,0,0,0,0,84.3,0,0,0,0,0,0,0,0,0,0,0
Kalen Ballage,RB,MIA,15.2,113.3,0.2,124.8,577.1,3.3,3.3,0,0,0,0,0,83.4,0,0,0,0,0,0,0,0,0,0,0
C.J. Anderson,RB,DET,10.6,73.9,0.6,129.6,532.3,3.6,1.2,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0
Nyheim Hines,RB,IND,44.1,304.8,1.7,78.8,317,2,0.8,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0
D'Onta Foreman,RB,HOU,12.9,127.2,0.9,127.2,469.6,3.2,1,0,0,0,0,0,82.1,0,0,0,0,0,0,0,0,0,0,0
Kareem Hunt,RB,CLE,15.8,175.2,1.3,78.6,354.7,3.4,0.6,0,0,0,0,0,79.9,0,0,0,0,0,0,0,0,0,0,0
Adrian Peterson,RB,WAS,11.3,107.1,0.6,113.5,464.5,3.4,0.8,0,0,0,0,0,79.3,0,0,0,0,0,0,0,0,0,0,0
Darrell Henderson,RB,LAR,14,136.9,0.7,93.1,433.4,3.3,1.2,0,0,0,0,0,78.6,0,0,0,0,0,0,0,0,0,0,0
Matt Breida,RB,SF,14.7,141.7,1.2,85.7,422.6,2.5,0.6,0,0,0,0,0,77.4,0,0,0,0,0,0,0,0,0,0,0
Jalen Richard,RB,OAK,53.2,466.6,0.6,55.7,251.7,1,2.3,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0
Jaylen Samuels,RB,PIT,32.5,252.5,2.6,70.2,293.1,1.2,0.7,0,0,0,0,0,75.9,0,0,0,0,0,0,0,0,0,0,0
Frank Gore,RB,BUF,10.9,101.4,0.7,107.1,464.7,2,0.8,0,0,0,0,0,71.1,0,0,0,0,0,0,0,0,0,0,0
Giovani Bernard,RB,CIN,30.3,212.3,0.4,71.5,298.5,2.7,0.7,0,0,0,0,0,68.3,0,0,0,0,0,0,0,0,0,0,0
Duke Johnson,RB,CLE,33,310.1,1.5,50.9,239.8,0.9,0.7,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
Alexander Mattison,RB,MIN,13,111,0.6,93.3,379.8,2.9,1.2,0,0,0,0,0,67.8,0,0,0,0,0,0,0,0,0,0,0
Gus Edwards,RB,BAL,1.6,15,0.1,119,539.6,1.9,0.6,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
T.J. Yeldon,RB,BUF,26.6,239.5,1.4,61.7,266.2,1.2,0.6,0,0,0,0,0,65.1,0,0,0,0,0,0,0,0,0,0,0
Alfred Blue,RB,JAC,16,122.9,0.2,99.4,357.4,2.2,0.6,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
Damien Harris,RB,NE,10.9,105.2,0.7,79.5,333.8,2.5,1.2,0,0,0,0,0,60.9,0,0,0,0,0,0,0,0,0,0,0
Devin Singletary,RB,BUF,12.6,115.4,0.6,68.1,299.1,2,1.1,0,0,0,0,0,54.6,0,0,0,0,0,0,0,0,0,0,0
Theo Riddick,RB,DET,41.7,251.7,0.9,44,174.3,1,0.6,0,0,0,0,0,52.5,0,0,0,0,0,0,0,0,0,0,0
Ty Montgomery,RB,NYJ,21.4,178.8,0.4,60.3,227.1,1.9,1.1,0,0,0,0,0,52.2,0,0,0,0,0,0,0,0,0,0,0
Justice Hill,RB,BAL,8.1,71,0.6,65.2,300.7,2.2,1,0,0,0,0,0,51.5,0,0,0,0,0,0,0,0,0,0,0
Wayne Gallman,RB,NYG,18.1,122.7,0.3,77.1,290.1,1.9,1.3,0,0,0,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0
Mike Davis,RB,CHI,13,85.6,0.1,73.4,300.9,2.2,0.6,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead,RB,NE,15.1,142.5,0.8,49.3,184.8,1.6,0.7,0,0,0,0,0,45.8,0,0,0,0,0,0,0,0,0,0,0
Cameron Artis-Payne,RB,CAR,5.8,38.4,0.1,60.8,277.6,2.1,0.6,0,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0
Chase Edmonds,RB,ARI,14.6,101.8,0.3,57.2,221.4,1.8,0.7,0,0,0,0,0,43.8,0,0,0,0,0,0,0,0,0,0,0
Benny Snell Jr.,RB,PIT,11.2,101.7,0.5,50.7,196.6,1.9,0.6,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0
Doug Martin,RB,OAK,4.8,34.6,0.1,65.2,264.5,2.1,0.7,0,0,0,0,0,41.4,0,0,0,0,0,0,0,0,0,0,0
Devontae Booker,RB,DEN,20.8,157.7,0.4,38.3,184.5,1.1,1.1,0,0,0,0,0,40.8,0,0,0,0,0,0,0,0,0,0,0
J.D. McKissic,RB,SEA,17.6,144.6,1.5,32.6,127,0.6,0.6,0,0,0,0,0,39.1,0,0,0,0,0,0,0,0,0,0,0
Corey Clement,RB,PHI,10.5,94.8,0.2,45.6,185.4,1.9,0.6,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
Elijah McGuire,RB,NYJ,10.9,117.8,0.6,45.7,165.2,1.3,0.7,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,0,0
Kenneth Dixon,RB,BAL,9.5,81.2,0.2,40.1,184.1,1,0.3,0,0,0,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0
Kyle Juszczyk,RB,SF,26,266.3,0.9,5.9,25.6,0.1,1.1,0,0,0,0,0,32.8,0,0,0,0,0,0,0,0,0,0,0
Myles Gaskin,RB,MIA,8,62.7,0.2,43.6,174.4,0.9,0.2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Bryce Love,RB,WAS,6.9,64.1,0,42.4,176.1,1.1,0.5,0,0,0,0,0,29.9,0,0,0,0,0,0,0,0,0,0,0
Ryquell Armstead,RB,JAC,12.7,102.6,0.3,31.9,126.8,0.8,0.2,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0
Spencer Ware,RB,IND,7.2,66.6,0,37.5,159.3,1.2,0.5,0,0,0,0,0,28.9,0,0,0,0,0,0,0,0,0,0,0
Rodney Anderson,RB,CIN,7,61.5,0.5,27.5,126,1,0.5,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0
Brandon Bolden,RB,NE,0,0.5,0,11.5,91,3,0.5,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0
Kapri Bibbs,RB,GB,9,73,0.5,12,65,1.5,0,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0
Mike Boone,RB,MIN,4,32.5,0.1,36.9,137.2,1.2,0.2,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0
Andre Ellington,RB,TB,13,110.2,0.5,18.4,74.1,0.5,0.1,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0
Tony Pollard,RB,DAL,9.7,77.8,0.4,24.6,100.5,0.7,0.2,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0
Darius Jackson,RB,DAL,4,35,0,32.5,151,1,0.5,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0
Justin Jackson,RB,LAC,5.6,51.2,0.1,35.1,142.1,0.7,0.5,0,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0
Dexter Williams,RB,GB,4.3,33.6,0.2,28.4,113.5,0.7,0.2,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0
James Develin,RB,NE,9.9,69.9,0.2,5.8,13.1,1.7,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0
Anthony Sherman,RB,KC,9.7,108.7,1.1,4,12.5,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0
Darwin Thompson,RB,KC,8.5,66.8,0.4,17.2,69.4,0.5,0.1,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0
Jordan Wilkins,RB,IND,7,52.8,0.4,19.9,88.4,0.4,0.2,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0
Travis Homer,RB,SEA,3.2,29.3,0.1,22.1,100.9,0.6,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0
Jordan Scarlett,RB,CAR,3.8,29.9,0.1,20.9,85,0.6,0.1,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0
Qadree Ollison,RB,ATL,2.2,17.3,0.1,24.9,98.7,0.6,0.1,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0
Zach Zenner,RB,DET,1,7.5,0,14,69,1,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0
Trenton Cannon,RB,NYJ,7.8,66,0.4,7.9,33.6,0.2,0.1,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0
Justin Davis,RB,LAR,0.5,3.5,0,15.5,98,0.5,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0
Benny Cunningham,RB,JAC,8.7,71.4,0.2,8,33.6,0.2,0.2,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0
Kenneth Farrow,RB,MIA,0,0,0,25.4,102.5,0.5,0.2,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0
Zach Line,RB,NO,6.1,49.3,0.3,8.7,34,0.4,0.1,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0
Darrel Williams,RB,KC,1.5,14.5,0.5,13.5,47.5,0.5,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0
De'Angelo Henderson,RB,NYJ,0.5,9.5,0.5,14.5,61,0.5,0.5,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0
Raheem Mostert,RB,SF,0.5,1.5,0,12,88.5,0.5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Mike Weber,RB,DAL,2,15.6,0.1,16.4,65.4,0.6,0.1,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0
Ameer Abdullah,RB,MIN,1.5,9.5,0,13,47,1,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0
Wendell Smallwood,RB,PHI,4.4,34.5,0.2,12.1,51,0.3,0.1,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0
Elijhaa Penny,RB,NYG,8.2,68.8,0.3,4,16.4,0.2,0.1,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0
Thomas Rawls,RB,JAC,0.5,3.5,0,14.5,46.5,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
CJ Ham,RB,MIN,4.1,34.9,0.1,8.2,25.6,0.7,0.1,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0
Karan Higdon,RB,HOU,3.8,30.6,0.1,12.3,45.2,0.4,0.1,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0
Andy Janovich,RB,DEN,8.5,76.4,0.2,2,6,0.1,0.1,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0
T.J. Logan,RB,ARI,3.9,32.1,0.1,11.3,42.4,0.4,0.1,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0
Alex Armah,RB,CAR,0,0,0,8.4,25.6,0.7,0.1,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0
James Williams,RB,KC,4.3,33.4,0.2,3.4,12.5,0.1,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0
Trayveon Williams,RB,CIN,2,15.9,0.1,7.5,30,0.2,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0
Devine Ozigbo,RB,NO,0,0,0,8.7,34.8,0.3,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0
Jamize Olawale,RB,DAL,4,33.6,0.2,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0
Keith Smith,RB,OAK,4.5,35.8,0.1,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0
Patrick DiMarco,RB,BUF,3.6,33,0.1,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0
Derek Watt,RB,LAC,0,0,0,4.1,12.6,0.3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ricky Ortiz,RB,ATL,2.2,18.1,0.2,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0
Roosevelt Nix,RB,PIT,2.4,20.4,0.1,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
David Fluellen,RB,TEN,0,0,0,4.2,15.2,0.1,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
Malcolm Johnson,RB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De'Lance Turner,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Hood,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Kelly,RB,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dare Ogunbowale,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detrez Newsome,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston Scott,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tra Carson,RB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Ervin,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cullen Gillaspia,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cethan Carter,RB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senorise Perry,RB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun Wilson,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Warren III,RB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Foster,RB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Walton,RB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Crowell,RB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo Scarbrough,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dontrell Hilliard,RB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Perkins,RB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roc Thomas,RB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Green,RB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Bawden,RB,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Murphy,RB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Williams,RB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenjon Barner,RB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Edmunds,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Hill,RB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Smith,RB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Adams,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Ferguson,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khalfani Muhammad,RB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerwynn Williams,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donnel Pumphrey,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samaje Perine,RB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Holyfield,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy McNichols,RB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Vitale,RB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Prosise,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Washington,RB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinton Flowers,RB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Howell,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Wilson,RB,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taquan Mizzell,RB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,RB,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
